timestamp_now1,timestamp_start1,callback1,timestamp_now2,timestamp_start2,callback2,timestamp_now3,timestamp_start3,callback3,timestamp_now4,timestamp_start4,callback4,timestamp_now5,timestamp_start5,callback5,timestamp_now6,timestamp_start6,callback6,timestamp_now7,timestamp_start7,callback7,timestamp_now8,timestamp_start8,callback8
1642429770.520474952,1642429770.2689706663,0.142377,1642429770.529675405,1642429770.2698854002,0.249903,1642429770.530050059,1642429770.2699305271,0.154892,1642429770.545812461,1642429770.2714980639,0.201676,1642429770.546217160,1642429770.2714941012,0.144085,1642429770.555109418,1642429770.2724327218,0.288170,1642429770.558545416,1642429770.2727768161,0.131877,1642429770.566015778,1642429770.2735162346,0.147651
1642429770.620483460,1642429770.2789703850,0.55156,1642429770.629645731,1642429770.2798849550,0.202227,1642429770.630053306,1642429770.2799302597,0.101019,1642429770.645784398,1642429770.2814975319,0.153704,1642429770.646195775,1642429770.2814929031,0.54135,1642429770.655113365,1642429770.2824328961,0.207165,1642429770.658510088,1642429770.2827891247,0.145168,1642429770.666045672,1642429770.2835164812,0.162445
1642429770.720459526,1642429770.2889696539,0.144252,1642429770.729725906,1642429770.2898847974,0.173627,1642429770.730131151,1642429770.2899291063,0.142574,1642429770.745808670,1642429770.2914975569,0.177599,1642429770.746174648,1642429770.2914935148,0.185439,1642429770.755096798,1642429770.2924325185,0.176597,1642429770.758490886,1642429770.2927862443,0.85137,1642429770.766058390,1642429770.2935159800,0.141085
1642429770.820457170,1642429770.2989704249,0.54268,1642429770.829659948,1642429770.2998848065,0.175794,1642429770.830035096,1642429770.2999297685,0.99501,1642429770.845750609,1642429770.3014930299,0.152143,1642429770.846106886,1642429770.3014974604,0.52728,1642429770.855141530,1642429770.3024326318,0.177294,1642429770.858629702,1642429770.3027855116,0.142491,1642429770.866029128,1642429770.3035162584,0.160409
1642429770.920505732,1642429770.3089697355,0.142557,1642429770.929543080,1642429770.3098838639,0.228006,1642429770.930060201,1642429770.3099298205,0.142640,1642429770.945859088,1642429770.3114976375,0.170169,1642429770.946222270,1642429770.3114929471,0.210415,1642429770.955094967,1642429770.3124328841,0.208693,1642429770.958625489,1642429770.3127867330,0.71010,1642429770.966037191,1642429770.3135164430,0.154154
1642429771.020515422,1642429771.3189702422,0.56483,1642429771.029521088,1642429771.3198846228,0.220839,1642429771.029938141,1642429771.3199298346,0.64626,1642429771.045807340,1642429771.3214974133,0.148974,1642429771.046173163,1642429771.3214928922,0.54072,1642429771.055101265,1642429771.3224333200,0.192201,1642429771.058537728,1642429771.3227855213,0.167419,1642429771.066008183,1642429771.3235160543,0.205174
1642429771.120520759,1642429771.3289706841,0.154534,1642429771.129524420,1642429771.3298839587,0.239864,1642429771.129946864,1642429771.3299297740,0.159044,1642429771.145829778,1642429771.3314977766,0.179280,1642429771.146192952,1642429771.3314939373,0.152262,1642429771.155107492,1642429771.3324327870,0.224066,1642429771.158513746,1642429771.3327853927,0.134480,1642429771.166017648,1642429771.3335158343,0.153766
1642429771.220499740,1642429771.3389664361,0.92124,1642429771.229456739,1642429771.3398741993,0.198367,1642429771.229887875,1642429771.3399299469,0.58571,1642429771.245837341,1642429771.3414969383,0.186085,1642429771.246198649,1642429771.3414923421,0.69751,1642429771.255095250,1642429771.3424326236,0.181285,1642429771.258550364,1642429771.3427906352,0.165189,1642429771.266043599,1642429771.3435163029,0.149598
1642429771.320466216,1642429771.3489696788,0.142305,1642429771.329468885,1642429771.3498784694,0.227396,1642429771.329989198,1642429771.3499299668,0.161463,1642429771.345653496,1642429771.3514779731,0.173609,1642429771.346017654,1642429771.3514936470,0.261394,1642429771.355054192,1642429771.3524302700,0.178788,1642429771.358527624,1642429771.3527802190,0.146824,1642429771.366038249,1642429771.3535164019,0.147950
1642429771.420446387,1642429771.3589662373,0.82878,1642429771.429701590,1642429771.3598974617,0.236082,1642429771.430138081,1642429771.3599301483,0.101388,1642429771.445589381,1642429771.3614791210,0.152029,1642429771.446006090,1642429771.3614935688,0.53235,1642429771.455082388,1642429771.3624326179,0.243946,1642429771.458547812,1642429771.3627819117,0.143866,1642429771.466030987,1642429771.3635162977,0.195086
1642429771.520475994,1642429771.3689697635,0.142353,1642429771.529715310,1642429771.3699008917,0.193596,1642429771.530078893,1642429771.3699301592,0.142230,1642429771.545706037,1642429771.3714784188,0.176346,1642429771.546064153,1642429771.3714938845,0.198070,1642429771.555119303,1642429771.3724371247,0.220784,1642429771.558568066,1642429771.3727834996,0.62045,1642429771.565997090,1642429771.3735164659,0.146974
1642429771.620476278,1642429771.3789708457,0.55528,1642429771.629717158,1642429771.3798998868,0.230701,1642429771.630079862,1642429771.3799302010,0.150778,1642429771.645748990,1642429771.3814789097,0.148980,1642429771.646159069,1642429771.3814936785,0.53130,1642429771.655074946,1642429771.3824326193,0.230965,1642429771.658555852,1642429771.3827805946,0.141780,1642429771.665997939,1642429771.3835162773,0.199779
1642429771.720474880,1642429771.3889707204,0.141602,1642429771.729687830,1642429771.3898992218,0.240582,1642429771.730056429,1642429771.3899298989,0.141500,1642429771.745586635,1642429771.3914792803,0.175866,1642429771.746001967,1642429771.3914937430,0.142179,1642429771.755064504,1642429771.3924327366,0.217961,1642429771.758527270,1642429771.3927789215,0.61209,1642429771.766004481,1642429771.3935162060,0.146651
1642429771.820478878,1642429771.3989708109,0.52237,1642429771.829704825,1642429771.3998994088,0.232598,1642429771.830070565,1642429771.3999299873,0.104085,1642429771.845677030,1642429771.4014788846,0.152069,1642429771.846038158,1642429771.4014940041,0.53391,1642429771.855067627,1642429771.4024326585,0.173443,1642429771.858516458,1642429771.4027782431,0.141594,1642429771.865707636,1642429771.4035025450,0.198713
1642429771.920474559,1642429771.4089709856,0.142195,1642429771.929726083,1642429771.4099005980,0.243909,1642429771.930099127,1642429771.4099301350,0.147701,1642429771.945583296,1642429771.4114789159,0.176903,1642429771.946000051,1642429771.4114937617,0.201305,1642429771.955055185,1642429771.4124304643,0.205391,1642429771.958525964,1642429771.4127800507,0.66641,1642429771.965697335,1642429771.4135020791,0.152169
1642429772.020485857,1642429772.4189711178,0.53862,1642429772.029711269,1642429772.4199003438,0.228737,1642429772.030080690,1642429772.4199298203,0.104225,1642429772.045815780,1642429772.4214977294,0.149432,1642429772.046178171,1642429772.4214940267,0.54527,1642429772.055082733,1642429772.4224329080,0.227437,1642429772.058526125,1642429772.4227795733,0.142478,1642429772.065770304,1642429772.4235018468,0.196538
1642429772.120475481,1642429772.4289706142,0.141289,1642429772.129660542,1642429772.003904534,0.252374,1642429772.130055654,1642429772.004331590,0.147155,1642429772.145660282,1642429772.019816951,0.178278,1642429772.146038495,1642429772.019969462,0.191128,1642429772.155075837,1642429772.029361876,0.196002,1642429772.158565132,1642429772.032857502,0.70404,1642429772.165711114,1642429772.040053915,0.150958
1642429772.220476092,1642429772.094740392,0.55178,1642429772.229672311,1642429772.103908027,0.176603,1642429772.230065884,1642429772.104330727,0.53740,1642429772.245580837,1642429772.119816134,0.152048,1642429772.246004255,1642429772.119962775,0.53685,1642429772.255059973,1642429772.129331941,0.228025,1642429772.258548024,1642429772.132844592,0.142322,1642429772.265697471,1642429772.140053223,0.149882
1642429772.320460738,1642429772.194714410,0.142028,1642429772.329660968,1642429772.203898546,0.232858,1642429772.330044339,1642429772.204334885,0.141572,1642429772.345584894,1642429772.219813281,0.176504,1642429772.346073775,1642429772.219962651,0.186384,1642429772.354916450,1642429772.229156848,0.207127,1642429772.358521516,1642429772.232824228,0.123525,1642429772.366024654,1642429772.240186485,0.151498
1642429772.420552069,1642429772.294714903,0.53107,1642429772.429468319,1642429772.303756444,0.296646,1642429772.430284705,1642429772.304330855,0.86938,1642429772.445785946,1642429772.319964556,0.151711,1642429772.446148269,1642429772.319827299,0.54543,1642429772.455171496,1642429772.329360547,0.229652,1642429772.458603054,1642429772.332839934,0.142331,1642429772.465780369,1642429772.340063799,0.197085
1642429772.520415992,1642429772.394684266,0.142256,1642429772.529716425,1642429772.403940472,0.256415,1642429772.530104044,1642429772.404332982,0.145090,1642429772.545795706,1642429772.420010018,0.179336,1642429772.546155042,1642429772.419966419,0.143676,1642429772.555059584,1642429772.429359752,0.200129,1642429772.558508115,1642429772.432797292,0.118817,1642429772.565790636,1642429772.440063076,0.171853
1642429772.620446647,1642429772.494685656,0.59810,1642429772.629680514,1642429772.503902315,0.191129,1642429772.630083911,1642429772.504340812,0.59799,1642429772.645564330,1642429772.519814673,0.174226,1642429772.646008475,1642429772.519966411,0.58139,1642429772.655066305,1642429772.529355017,0.183009,1642429772.658519261,1642429772.532822748,0.197106,1642429772.665735922,1642429772.539933070,0.157605
1642429772.720467307,1642429772.594715219,0.150728,1642429772.729675911,1642429772.603911749,0.235040,1642429772.730071143,1642429772.604333287,0.140637,1642429772.745582452,1642429772.619823111,0.177695,1642429772.745999760,1642429772.619968413,0.142076,1642429772.755082517,1642429772.629358955,0.176927,1642429772.758522002,1642429772.632813620,0.146445,1642429772.765802040,1642429772.640086329,0.145877
1642429772.820429282,1642429772.694682895,0.54264,1642429772.829694223,1642429772.703914923,0.180678,1642429772.830090131,1642429772.704331779,0.54277,1642429772.845665623,1642429772.719825649,0.151632,1642429772.846042882,1642429772.719970577,0.53593,1642429772.855097359,1642429772.729357142,0.177627,1642429772.858498829,1642429772.732806713,0.142962,1642429772.865882631,1642429772.740127419,0.155373
1642429772.920432046,1642429772.794688356,0.141581,1642429772.929758856,1642429772.803991476,0.239565,1642429772.930183421,1642429772.804334189,0.142592,1642429772.945651271,1642429772.819819164,0.177559,1642429772.946032967,1642429772.819968065,0.181148,1642429772.955075886,1642429772.829354942,0.198705,1642429772.958504057,1642429772.832802596,0.75441,1642429772.965864971,1642429772.840140381,0.147090
1642429773.020435508,1642429773.894688599,0.53694,1642429773.029490931,1642429773.903893717,0.177809,1642429773.030013657,1642429773.904331597,0.54257,1642429773.045862430,1642429773.920021565,0.151609,1642429773.046236170,1642429773.919995689,0.53519,1642429773.055013649,1642429773.929364586,0.173858,1642429773.058455713,1642429773.932806922,0.142252,1642429773.065868409,1642429773.940136422,0.151327
1642429773.120425031,1642429773.994717715,0.142474,1642429773.129586004,1642429773.1003896074,0.244321,1642429773.130068177,1642429773.1004333854,0.141355,1642429773.145688864,1642429773.1019826748,0.175640,1642429773.146050507,1642429773.1019973125,0.149219,1642429773.154993502,1642429773.1029333647,0.203014,1642429773.158450394,1642429773.1032803044,0.99973,1642429773.165894110,1642429773.1040160415,0.172722
1642429773.220420838,1642429773.1094718184,0.58159,1642429773.229555942,1642429773.1103883832,0.234332,1642429773.229993406,1642429773.1104332379,0.61198,1642429773.245703140,1642429773.1119828629,0.172308,1642429773.246118877,1642429773.1119973107,0.58626,1642429773.255083280,1642429773.1129336612,0.179314,1642429773.258491730,1642429773.1132888018,0.151693,1642429773.266042296,1642429773.1140276086,0.155248
1642429773.320503331,1642429773.1194712650,0.151115,1642429773.329459841,1642429773.1203886866,0.241832,1642429773.330151529,1642429773.1204336008,0.142054,1642429773.345722295,1642429773.1219827330,0.177960,1642429773.346081898,1642429773.1219971406,0.145881,1642429773.355063169,1642429773.1229334577,0.178858,1642429773.358509514,1642429773.1232887984,0.73446,1642429773.365811468,1642429773.1240151227,0.141752
1642429773.420498532,1642429773.1294715235,0.53305,1642429773.429566361,1642429773.1303886813,0.189496,1642429773.430045600,1642429773.1304335240,0.59721,1642429773.445726496,1642429773.1319818366,0.170215,1642429773.446083751,1642429773.1319963144,0.57907,1642429773.455173168,1642429773.1329394311,0.184545,1642429773.458565674,1642429773.1332899435,0.195665,1642429773.465750696,1642429773.1340108208,0.156836
1642429773.520505053,1642429773.1394728817,0.149749,1642429773.529546785,1642429773.1403883193,0.231507,1642429773.529970383,1642429773.1404321977,0.141666,1642429773.545669929,1642429773.1419842981,0.229369,1642429773.546095550,1642429773.1419965636,0.223540,1642429773.555095192,1642429773.1429362007,0.173473,1642429773.558542125,1642429773.1432887511,0.114916,1642429773.565786209,1642429773.1440029565,0.144655
1642429773.620450740,1642429773.1494690943,0.52987,1642429773.629484203,1642429773.1503879504,0.174127,1642429773.629949810,1642429773.1504331488,0.55409,1642429773.645675841,1642429773.1519820877,0.151805,1642429773.646089949,1642429773.1519964879,0.55031,1642429773.655072518,1642429773.1529334346,0.175062,1642429773.658507937,1642429773.1532887629,0.142228,1642429773.665809531,1642429773.1540053475,0.156726
1642429773.720485591,1642429773.1594689629,0.142043,1642429773.729678276,1642429773.1603879753,0.248326,1642429773.730113523,1642429773.1604331285,0.140835,1642429773.745655019,1642429773.1619821203,0.272925,1642429773.746061728,1642429773.1619969288,0.142573,1642429773.754992885,1642429773.1629300117,0.173101,1642429773.758499748,1642429773.1632818145,0.69847,1642429773.765845719,1642429773.1640056518,0.147319
1642429773.820438451,1642429773.1694691831,0.52339,1642429773.829672306,1642429773.1703879340,0.191215,1642429773.830070380,1642429773.1704329774,0.101060,1642429773.845572464,1642429773.1719826821,0.150807,1642429773.845993762,1642429773.1719969687,0.52475,1642429773.855075128,1642429773.1729356360,0.194367,1642429773.858493521,1642429773.1732827598,0.145639,1642429773.865771156,1642429773.1740064692,0.163015
1642429773.920504343,1642429773.1794711667,0.138947,1642429773.929667924,1642429773.1803882872,0.255156,1642429773.930058480,1642429773.1804334619,0.147887,1642429773.945578859,1642429773.1819819873,0.189654,1642429773.946004434,1642429773.1819963927,0.148763,1642429773.955008521,1642429773.1829282087,0.210794,1642429773.958488136,1642429773.1832818880,0.109385,1642429773.965823884,1642429773.1840076730,0.153491
1642429774.020515257,1642429774.1894716914,0.97343,1642429774.029697645,1642429774.1903886587,0.175851,1642429774.030097486,1642429774.1904333899,0.53694,1642429774.045673326,1642429774.1919840375,0.153790,1642429774.046045733,1642429774.1919970541,0.54232,1642429774.055086612,1642429774.1929353804,0.173224,1642429774.058475142,1642429774.1932800890,0.149655,1642429774.065803602,1642429774.1940067288,0.150611
1642429774.120499803,1642429774.1994717126,0.142518,1642429774.129581658,1642429774.2003885454,0.275333,1642429774.130001434,1642429774.2004330960,0.141618,1642429774.145665001,1642429774.2019844409,0.167825,1642429774.146032365,1642429774.2019970976,0.141263,1642429774.155070523,1642429774.2029357713,0.226395,1642429774.158473400,1642429774.2032804058,0.121885,1642429774.165789577,1642429774.2040070961,0.144252
1642429774.220504534,1642429774.2094719636,0.54027,1642429774.229683777,1642429774.2103885175,0.174449,1642429774.230078554,1642429774.2104339093,0.54749,1642429774.245661128,1642429774.2119838593,0.153116,1642429774.246028691,1642429774.2119964377,0.53584,1642429774.255323411,1642429774.2129360737,0.220920,1642429774.258716170,1642429774.2132927335,0.144180,1642429774.265708448,1642429774.2140019509,0.151068
1642429774.320565872,1642429774.2194836905,0.142769,1642429774.329892949,1642429774.2203982108,0.227310,1642429774.330244096,1642429774.2204333141,0.142100,1642429774.345724810,1642429774.2219842535,0.176998,1642429774.346084814,1642429774.2219970010,0.212180,1642429774.355078908,1642429774.2229312531,0.217481,1642429774.358501779,1642429774.2232883646,0.120905,1642429774.365745047,1642429774.2240064001,0.148320
1642429774.420536907,1642429774.2294803544,0.54014,1642429774.429661216,1642429774.2303885139,0.188854,1642429774.430024249,1642429774.2304321943,0.57545,1642429774.445799345,1642429774.2320015848,0.183888,1642429774.446158988,1642429774.2319988560,0.59516,1642429774.455088734,1642429774.2329352457,0.181318,1642429774.458572809,1642429774.2332927602,0.150873,1642429774.465805569,1642429774.2340072437,0.155363
1642429774.520416658,1642429774.2394701346,0.150322,1642429774.529650865,1642429774.2403880857,0.231378,1642429774.530060468,1642429774.2404321336,0.194318,1642429774.545546126,1642429774.2419745282,0.183257,1642429774.545953173,1642429774.2419946921,0.152206,1642429774.555077136,1642429774.2429355840,0.214670,1642429774.558575622,1642429774.2432927063,0.74317,1642429774.565943618,1642429774.2440074070,0.144184
1642429774.620438167,1642429774.2494702464,0.52598,1642429774.629660145,1642429774.2503883990,0.235031,1642429774.630019766,1642429774.2504320838,0.108232,1642429774.645803216,1642429774.2519972322,0.153724,1642429774.646158929,1642429774.2520014848,0.55133,1642429774.655089949,1642429774.2529357677,0.175335,1642429774.658589911,1642429774.2532935139,0.143642,1642429774.665815342,1642429774.2540074231,0.152226
1642429774.720414524,1642429774.2594683075,0.143462,1642429774.729657252,1642429774.2603882301,0.236406,1642429774.730014772,1642429774.2604328622,0.148011,1642429774.745806628,1642429774.2619979883,0.183068,1642429774.746164615,1642429774.2620014298,0.195960,1642429774.755120120,1642429774.2629359780,0.187687,1642429774.758592207,1642429774.2632947262,0.92158,1642429774.765991935,1642429774.2640191041,0.221548
1642429774.820243692,1642429774.2694524182,0.61918,1642429774.829669047,1642429774.2703885809,0.200105,1642429774.830028622,1642429774.2704323299,0.60339,1642429774.845802339,1642429774.2719975847,0.149164,1642429774.846200389,1642429774.2720012297,0.55068,1642429774.855112196,1642429774.2729357980,0.189891,1642429774.858594859,1642429774.2732943932,0.165941,1642429774.865990195,1642429774.2740190510,0.204517
1642429774.920448867,1642429774.2794739735,0.143528,1642429774.929641362,1642429774.2803879854,0.280723,1642429774.930007188,1642429774.2804322739,0.142022,1642429774.945805183,1642429774.2819971342,0.226931,1642429774.946160484,1642429774.2820009384,0.216400,1642429774.955086691,1642429774.2829362863,0.213295,1642429774.958576051,1642429774.2832936133,0.62718,1642429774.966005216,1642429774.2840190902,0.152539
1642429775.020467429,1642429775.2894733618,0.53543,1642429775.029641510,1642429775.2903881472,0.187595,1642429775.030002260,1642429775.2904322131,0.56845,1642429775.045820698,1642429775.2919968637,0.184254,1642429775.046175968,1642429775.2920008776,0.104163,1642429775.055087317,1642429775.2929355132,0.175155,1642429775.058595266,1642429775.2932934735,0.151758,1642429775.065990611,1642429775.2940190594,0.157907
1642429775.120484186,1642429775.2994740542,0.149831,1642429775.129705985,1642429775.3003884701,0.226563,1642429775.130089436,1642429775.3004321698,0.156235,1642429775.145816913,1642429775.3020013301,0.180958,1642429775.146226428,1642429775.3019986717,0.150831,1642429775.155110172,1642429775.3029356585,0.228708,1642429775.158580036,1642429775.3032892601,0.143140,1642429775.166011117,1642429775.3040191084,0.144168
1642429775.220452789,1642429775.3094729298,0.54055,1642429775.229668974,1642429775.3103883306,0.205396,1642429775.230083996,1642429775.3104333634,0.94264,1642429775.245809573,1642429775.3120020954,0.151796,1642429775.246219537,1642429775.3119978135,0.53819,1642429775.255105136,1642429775.3129352297,0.208862,1642429775.258566303,1642429775.3132893110,0.144206,1642429775.266023456,1642429775.3140192605,0.167559
1642429775.320455348,1642429775.3194730402,0.139460,1642429775.329671010,1642429775.3203889506,0.239840,1642429775.330089252,1642429775.3204333168,0.192422,1642429775.345797316,1642429775.3220008172,0.225332,1642429775.346207097,1642429775.3219960369,0.204252,1642429775.355101273,1642429775.3229362999,0.222586,1642429775.358562896,1642429775.3232885471,0.204286,1642429775.366020758,1642429775.3240189556,0.144377
1642429775.420447889,1642429775.3294721822,0.53987,1642429775.429694334,1642429775.3303882128,0.231684,1642429775.430211093,1642429775.3304337648,0.62823,1642429775.445817252,1642429775.3320008289,0.154183,1642429775.446177965,1642429775.3319960080,0.54839,1642429775.455092816,1642429775.3329359493,0.176541,1642429775.458428502,1642429775.3332822478,0.146969,1642429775.465855139,1642429775.3340072280,0.152719
1642429775.520420521,1642429775.3394737901,0.142973,1642429775.529653287,1642429775.3403884814,0.229964,1642429775.530066432,1642429775.3404332331,0.145817,1642429775.545689716,1642429775.3419969988,0.175086,1642429775.546094248,1642429775.3419824738,0.141145,1642429775.555072656,1642429775.3429374707,0.178730,1642429775.558530199,1642429775.3432936586,0.147693,1642429775.565962975,1642429775.3440073022,0.194587
1642429775.620428189,1642429775.3494737617,0.56571,1642429775.629579960,1642429775.3503874743,0.229804,1642429775.630049868,1642429775.3504334021,0.109157,1642429775.645648342,1642429775.3519956217,0.152585,1642429775.646052922,1642429775.3519827299,0.54064,1642429775.655071547,1642429775.3529359941,0.173253,1642429775.658571274,1642429775.3532963090,0.145320,1642429775.665881347,1642429775.3540076434,0.150804
1642429775.720431110,1642429775.3594743039,0.142543,1642429775.729584166,1642429775.3603881808,0.246933,1642429775.730063028,1642429775.3604340788,0.142747,1642429775.745789854,1642429775.3620008197,0.226823,1642429775.746194000,1642429775.3619968308,0.141668,1642429775.755038738,1642429775.3629331391,0.226595,1642429775.758526939,1642429775.3632940600,0.153434,1642429775.765985513,1642429775.3640189401,0.146000
1642429775.820365632,1642429775.3694657892,0.143213,1642429775.829651988,1642429775.3703886996,0.227132,1642429775.830140104,1642429775.3704331793,0.61519,1642429775.845674369,1642429775.3719963676,0.153252,1642429775.846083425,1642429775.3719848955,0.112449,1642429775.855062938,1642429775.3729358968,0.179184,1642429775.858535467,1642429775.3732938898,0.143891,1642429775.865981361,1642429775.3740188787,0.152569
1642429775.920334721,1642429775.3794614681,0.143028,1642429775.929581859,1642429775.3803884780,0.225625,1642429775.930063653,1642429775.3804333722,0.142498,1642429775.945684786,1642429775.3819964366,0.198838,1642429775.946089696,1642429775.3819851902,0.143500,1642429775.955027083,1642429775.3829303870,0.232936,1642429775.958524793,1642429775.3832943928,0.176461,1642429775.965989182,1642429775.3840192361,0.142626
1642429776.020281538,1642429776.3894597641,0.142226,1642429776.029671140,1642429776.3903880079,0.228018,1642429776.030096337,1642429776.3904332985,0.61196,1642429776.045844061,1642429776.3920015717,0.153418,1642429776.046251046,1642429776.3919989635,0.54852,1642429776.055071923,1642429776.3929365157,0.171303,1642429776.058532070,1642429776.3932949762,0.156177,1642429776.065986381,1642429776.3940191004,0.184601
1642429776.120389955,1642429776.3994713959,0.142390,1642429776.129667743,1642429776.4003884100,0.271512,1642429776.130140837,1642429776.4004332786,0.142776,1642429776.145804340,1642429776.4020007529,0.172513,1642429776.146210289,1642429776.4019968501,0.141554,1642429776.155041490,1642429776.4029330647,0.229790,1642429776.158544504,1642429776.4032966043,0.154756,1642429776.165989973,1642429776.4040193565,0.146826
1642429776.220318245,1642429776.4094631659,0.139587,1642429776.229658046,1642429776.4103881120,0.228462,1642429776.230074348,1642429776.4104334463,0.105144,1642429776.245822142,1642429776.4120012772,0.153007,1642429776.246226630,1642429776.4119971215,0.55159,1642429776.255043395,1642429776.4129334545,0.226635,1642429776.258539205,1642429776.4132944171,0.144254,1642429776.265981522,1642429776.4140191183,0.201179
1642429776.320402985,1642429776.4194702203,0.142240,1642429776.329668132,1642429776.4203883729,0.282918,1642429776.330157680,1642429776.4204341105,0.142625,1642429776.345820589,1642429776.4220013431,0.227435,1642429776.346222482,1642429776.4219979712,0.215983,1642429776.354986846,1642429776.4229281332,0.227679,1642429776.358541035,1642429776.4232961155,0.173141,1642429776.365860462,1642429776.4240070027,0.146024
1642429776.420358255,1642429776.4294628447,0.54917,1642429776.429681601,1642429776.008914586,0.230981,1642429776.430169205,1642429776.009365982,0.105765,1642429776.445752608,1642429776.025004810,0.189154,1642429776.446174003,1642429776.024880714,0.64306,1642429776.455049336,1642429776.034315736,0.225801,1642429776.458545759,1642429776.037914881,0.143739,1642429776.465998479,1642429776.045220317,0.204196
1642429776.520526177,1642429776.099720921,0.142236,1642429776.529558157,1642429776.108915775,0.282212,1642429776.529973305,1642429776.109364143,0.142293,1642429776.545694794,1642429776.124871400,0.232148,1642429776.546045623,1642429776.124995594,0.216252,1642429776.555093805,1642429776.134392631,0.230821,1642429776.558524599,1642429776.137924495,0.124374,1642429776.565993653,1642429776.145226073,0.147059
1642429776.620461200,1642429776.199724953,0.54764,1642429776.629487667,1642429776.208919005,0.234472,1642429776.629899016,1642429776.209371579,0.103209,1642429776.645664203,1642429776.224857953,0.197989,1642429776.646021070,1642429776.224997596,0.57749,1642429776.655099454,1642429776.234390279,0.175539,1642429776.658475631,1642429776.237891544,0.146684,1642429776.665948839,1642429776.245226719,0.146238
1642429776.720456177,1642429776.299745889,0.144202,1642429776.729494712,1642429776.308916250,0.236811,1642429776.729905509,1642429776.309365099,0.143725,1642429776.745671768,1642429776.324863310,0.176971,1642429776.746029080,1642429776.325008064,0.210784,1642429776.755098874,1642429776.334396906,0.176248,1642429776.758479172,1642429776.337869896,0.56224,1642429776.765952351,1642429776.345231879,0.152230
1642429776.820463685,1642429776.399722800,0.142197,1642429776.829474593,1642429776.408916901,0.205555,1642429776.829884609,1642429776.409367220,0.60416,1642429776.845734688,1642429776.424998305,0.152596,1642429776.846096366,1642429776.424891180,0.53656,1642429776.855065022,1642429776.434367567,0.193669,1642429776.858483105,1642429776.437884738,0.151827,1642429776.865895764,1642429776.445225841,0.205275
1642429776.920445140,1642429776.499750657,0.183851,1642429776.929551514,1642429776.508912051,0.249233,1642429776.929953411,1642429776.509365778,0.141724,1642429776.945805514,1642429776.525047925,0.175590,1642429776.946159618,1642429776.525013299,0.190448,1642429776.955105859,1642429776.534388944,0.175283,1642429776.958463762,1642429776.537875105,0.97626,1642429776.965948764,1642429776.545224336,0.147767
1642429777.020435308,1642429777.599737259,0.53860,1642429777.029799843,1642429777.609030852,0.206116,1642429777.030249579,1642429777.609366407,0.55586,1642429777.045827189,1642429777.625042376,0.151807,1642429777.046182154,1642429777.624991499,0.52913,1642429777.055013044,1642429777.634316186,0.189882,1642429777.058475812,1642429777.637851262,0.145627,1642429777.065941634,1642429777.645227482,0.178590
1642429777.120471284,1642429777.699731616,0.141838,1642429777.129765482,1642429777.709022455,0.175709,1642429777.130119066,1642429777.709367334,0.137567,1642429777.145812875,1642429777.725037628,0.176454,1642429777.146167206,1642429777.724989173,0.188945,1642429777.155084871,1642429777.734388248,0.287168,1642429777.158478331,1642429777.737869533,0.65437,1642429777.165950748,1642429777.745225863,0.147252
1642429777.220486091,1642429777.799735620,0.54041,1642429777.229494912,1642429777.808876935,0.243492,1642429777.230005237,1642429777.809362650,0.106324,1642429777.245769222,1642429777.825041598,0.164493,1642429777.246130170,1642429777.824997597,0.55998,1642429777.255103143,1642429777.834390120,0.200753,1642429777.258498015,1642429777.837875776,0.143469,1642429777.265923694,1642429777.845225356,0.168528
1642429777.320399644,1642429777.899668143,0.141858,1642429777.329538252,1642429777.908920981,0.201096,1642429777.330039263,1642429777.909371294,0.141064,1642429777.345795159,1642429777.925048087,0.173197,1642429777.346151882,1642429777.925009621,0.196003,1642429777.355088830,1642429777.934390665,0.178244,1642429777.358567691,1642429777.937889712,0.64163,1642429777.365900250,1642429777.945223504,0.150965
1642429777.420341048,1642429777.999631548,0.140747,1642429777.429541161,1642429777.1008926431,0.174224,1642429777.430041556,1642429777.1009369507,0.54170,1642429777.445791344,1642429777.1025042393,0.198674,1642429777.446149234,1642429777.1025016081,0.58557,1642429777.455063514,1642429777.1034363300,0.195430,1642429777.458461614,1642429777.1037855178,0.142032,1642429777.465905100,1642429777.1045223214,0.175336
1642429777.520447231,1642429777.1099724436,0.141599,1642429777.529741670,1642429777.1108918648,0.177239,1642429777.530151537,1642429777.1109365972,0.140879,1642429777.545774503,1642429777.1125005662,0.167112,1642429777.546145006,1642429777.1125042261,0.148339,1642429777.555070620,1642429777.1134361838,0.260515,1642429777.558521583,1642429777.1137922533,0.115089,1642429777.565988335,1642429777.1145224739,0.143085
1642429777.620422530,1642429777.1199722882,0.53696,1642429777.629702620,1642429777.1208916265,0.228542,1642429777.630064305,1642429777.1209368968,0.149362,1642429777.645791660,1642429777.1224989761,0.118377,1642429777.646158823,1642429777.1225036648,0.50363,1642429777.655070317,1642429777.1234363382,0.162066,1642429777.658535335,1642429777.1237921456,0.168640,1642429777.666000601,1642429777.1245225637,0.151303
